bin,pkg,abspath,functions,verified,binary_id
libdrop_ambient.so.0.0.0,libcap-ng-0.8.5-2-x86_64,/binary-datasets/archsrc/pkg/00000/libcap-ng-0.8.5-2-x86_64/usr/lib/libdrop_ambient.so.0.0.0,,No source files,109449
libcdaudio.so.1.0.0,libcdaudio-0.99.12.p2-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdaudio-0.99.12.p2-3-x86_64/usr/lib/libcdaudio.so.1.0.0,,No source files,81439
libcdio.so.19.0.0,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/lib/libcdio.so.19.0.0,,No source files,73409
libiso9660.so.11.0.0,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/lib/libiso9660.so.11.0.0,,No source files,57783
cd-info,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/bin/cd-info,21,10,47483
libudf.so.0.0.0,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/lib/libudf.so.0.0.0,,No source files,74324
libcdio++.so.1.0.0,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/lib/libcdio++.so.1.0.0,,No source files,93903
iso-info,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/bin/iso-info,18,17,52091
libiso9660++.so.0.0.0,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/lib/libiso9660++.so.0.0.0,,No source files,33722
cd-drive,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/bin/cd-drive,14,13,114643
cd-read,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/bin/cd-read,17,16,19096
iso-read,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/bin/iso-read,14,13,45058
mmc-tool,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/bin/mmc-tool,15,14,48714
cdda-player,libcdio-2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-2.1.0-3-x86_64/usr/bin/cdda-player,39,39,62671
cd-paranoia,libcdio-paranoia-10.2+2.0.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-paranoia-10.2+2.0.2-1-x86_64/usr/bin/cd-paranoia,19,19,9156
libcdio_paranoia.so.2.0.0,libcdio-paranoia-10.2+2.0.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-paranoia-10.2+2.0.2-1-x86_64/usr/lib/libcdio_paranoia.so.2.0.0,,No source files,37900
libcdio_cdda.so.2.0.0,libcdio-paranoia-10.2+2.0.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libcdio-paranoia-10.2+2.0.2-1-x86_64/usr/lib/libcdio_cdda.so.2.0.0,,No source files,103502
libcgif.so.0.4.1,libcgif-0.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libcgif-0.4.1-1-x86_64/usr/lib/libcgif.so.0.4.1,,No source files,80604
libchardet.so.1.0.0,libchardet-1.0.6-1-x86_64,/binary-datasets/archsrc/pkg/00000/libchardet-1.0.6-1-x86_64/usr/lib/libchardet.so.1.0.0,,No source files,54174
libck.so.0.7.1,libck-0.7.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/libck-0.7.1-2-x86_64/usr/lib/libck.so.0.7.1,,No source files,47658
libclastfm.so.0.0.0,libclastfm-0.5-8-x86_64,/binary-datasets/archsrc/pkg/00000/libclastfm-0.5-8-x86_64/usr/lib/libclastfm.so.0.0.0,,No source files,77551
libcli.so.1.10.7,libcli-1.10.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/libcli-1.10.7-1-x86_64/usr/lib/libcli.so.1.10.7,,No source files,77113
libconfig++.so.11.1.0,libconfig-1.7.3-3-x86_64,/binary-datasets/archsrc/pkg/00000/libconfig-1.7.3-3-x86_64/usr/lib/libconfig++.so.11.1.0,,No source files,123208
libconfig.so.11.1.0,libconfig-1.7.3-3-x86_64,/binary-datasets/archsrc/pkg/00000/libconfig-1.7.3-3-x86_64/usr/lib/libconfig.so.11.1.0,,No source files,126195
libcss.so.0.9.2,libcss-0.9.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libcss-0.9.2-1-x86_64/usr/lib/libcss.so.0.9.2,,No source files,126261
libcurl-compat.so.4.8.0,libcurl-compat-8.8.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libcurl-compat-8.8.0-1-x86_64/usr/lib/libcurl-compat.so.4.8.0,,No source files,80852
libcurl-gnutls.so.4.8.0,libcurl-gnutls-8.8.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libcurl-gnutls-8.8.0-1-x86_64/usr/lib/libcurl-gnutls.so.4.8.0,,No source files,58524
libcutl-1.11.so,libcutl-1.11.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libcutl-1.11.0-3-x86_64/usr/lib/libcutl-1.11.so,,No source files,18059
libdaemon.so.0.5.0,libdaemon-0.14-5-x86_64,/binary-datasets/archsrc/pkg/00000/libdaemon-0.14-5-x86_64/usr/lib/libdaemon.so.0.5.0,,No source files,98323
libdbi.so.1.1.0,libdbi-0.9.0-5-x86_64,/binary-datasets/archsrc/pkg/00000/libdbi-0.9.0-5-x86_64/usr/lib/libdbi.so.1.1.0,,No source files,32486
dcadec,libdca-0.0.7-2-x86_64,/binary-datasets/archsrc/pkg/00000/libdca-0.0.7-2-x86_64/usr/bin/dcadec,39,39,78296
libdca.so.0.0.0,libdca-0.0.7-2-x86_64,/binary-datasets/archsrc/pkg/00000/libdca-0.0.7-2-x86_64/usr/lib/libdca.so.0.0.0,,No source files,9670
extract_dca,libdca-0.0.7-2-x86_64,/binary-datasets/archsrc/pkg/00000/libdca-0.0.7-2-x86_64/usr/bin/extract_dca,2,2,122575
libdiscid.so.0.6.4,libdiscid-0.6.4-2-x86_64,/binary-datasets/archsrc/pkg/00000/libdiscid-0.6.4-2-x86_64/usr/lib/libdiscid.so.0.6.4,,No source files,55877
libdmtx.so.0.0.0,libdmtx-0.7.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdmtx-0.7.7-1-x86_64/usr/lib/libdmtx.so.0.0.0,,No source files,64086
libdnet.so.1.0.2,libdnet-1.18.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdnet-1.18.0-1-x86_64/usr/lib/libdnet.so.1.0.2,,No source files,86400
dnet,libdnet-1.18.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdnet-1.18.0-1-x86_64/usr/bin/dnet,43,43,38569
libdom.so.0.4.2,libdom-0.4.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdom-0.4.2-1-x86_64/usr/lib/libdom.so.0.4.2,,No source files,11753
amdgpu_stress,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/bin/amdgpu_stress,6,6,124889
libdrm_intel.so.1.0.0,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/lib/libdrm_intel.so.1.0.0,,No source files,945
vbltest,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/bin/vbltest,7,7,9999
modetest,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/bin/modetest,128,126,86003
libdrm.so.2.4.0,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/lib/libdrm.so.2.4.0,,No source files,7365
modeprint,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/bin/modeprint,13,13,82472
libdrm_nouveau.so.2.0.0,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/lib/libdrm_nouveau.so.2.0.0,,No source files,16330
libdrm_radeon.so.1.0.1,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/lib/libdrm_radeon.so.1.0.1,,No source files,94198
proptest,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/bin/proptest,16,16,29209
drmdevice,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/bin/drmdevice,2,2,91041
libdrm_amdgpu.so.1.0.0,libdrm-2.4.122-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdrm-2.4.122-1-x86_64/usr/lib/libdrm_amdgpu.so.1.0.0,,No source files,113141
libthermalmanager_dbus_if.so.0.3.0,libdsme-0.66.8-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdsme-0.66.8-1-x86_64/usr/lib/libthermalmanager_dbus_if.so.0.3.0,,No source files,94377
libdsme.so.0.3.0,libdsme-0.66.8-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdsme-0.66.8-1-x86_64/usr/lib/libdsme.so.0.3.0,,No source files,34212
libdsme_dbus_if.so.0.3.0,libdsme-0.66.8-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdsme-0.66.8-1-x86_64/usr/lib/libdsme_dbus_if.so.0.3.0,,No source files,80613
libdvdcss.so.2.2.0,libdvdcss-1.4.3-1-x86_64,/binary-datasets/archsrc/pkg/00000/libdvdcss-1.4.3-1-x86_64/usr/lib/libdvdcss.so.2.2.0,,No source files,94943
libdvdnav.so.4.3.0,libdvdnav-6.1.1-2-x86_64,/binary-datasets/archsrc/pkg/00000/libdvdnav-6.1.1-2-x86_64/usr/lib/libdvdnav.so.4.3.0,,No source files,13745
libdvdread.so.8.0.0,libdvdread-6.1.3-2-x86_64,/binary-datasets/archsrc/pkg/00000/libdvdread-6.1.3-2-x86_64/usr/lib/libdvdread.so.8.0.0,,No source files,2535
libeatmydata.so,libeatmydata-131-1-x86_64,/binary-datasets/archsrc/pkg/00000/libeatmydata-131-1-x86_64/usr/lib/libeatmydata.so,,No source files,43669
libedit.so.0.0.73,libedit-20240517_3.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libedit-20240517_3.1-1-x86_64/usr/lib/libedit.so.0.0.73,,No source files,45226
libdebuginfod-0.191.so,libelf-0.191-3-x86_64,/binary-datasets/archsrc/pkg/00000/libelf-0.191-3-x86_64/usr/lib/libdebuginfod-0.191.so,,No source files,102363
libdw-0.191.so,libelf-0.191-3-x86_64,/binary-datasets/archsrc/pkg/00000/libelf-0.191-3-x86_64/usr/lib/libdw-0.191.so,,No source files,123771
libelf-0.191.so,libelf-0.191-3-x86_64,/binary-datasets/archsrc/pkg/00000/libelf-0.191-3-x86_64/usr/lib/libelf-0.191.so,,No source files,54261
libasm-0.191.so,libelf-0.191-3-x86_64,/binary-datasets/archsrc/pkg/00000/libelf-0.191-3-x86_64/usr/lib/libasm-0.191.so,,No source files,62522
libdwarf++.so.0,libelfin-0.3.r7.ge017276-1-x86_64,/binary-datasets/archsrc/pkg/00000/libelfin-0.3.r7.ge017276-1-x86_64/usr/lib/libdwarf++.so.0,,No source files,53524
libelf++.so.0,libelfin-0.3.r7.ge017276-1-x86_64,/binary-datasets/archsrc/pkg/00000/libelfin-0.3.r7.ge017276-1-x86_64/usr/lib/libelf++.so.0,,No source files,5949
libdwarf++.so,libelfin-0.3.r7.ge017276-1-x86_64,/binary-datasets/archsrc/pkg/00000/libelfin-0.3.r7.ge017276-1-x86_64/usr/lib/libdwarf++.so,,No source files,109422
libelf++.so,libelfin-0.3.r7.ge017276-1-x86_64,/binary-datasets/archsrc/pkg/00000/libelfin-0.3.r7.ge017276-1-x86_64/usr/lib/libelf++.so,,No source files,103591
libetpan.so.20.5.0,libetpan-1.9.4-5-x86_64,/binary-datasets/archsrc/pkg/00000/libetpan-1.9.4-5-x86_64/usr/lib/libetpan.so.20.5.0,,No source files,112309
libev.so.4.0.0,libev-4.33-3-x86_64,/binary-datasets/archsrc/pkg/00000/libev-4.33-3-x86_64/usr/lib/libev.so.4.0.0,,No source files,86075
mouse-dpi-tool,libevdev-1.13.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libevdev-1.13.2-1-x86_64/usr/bin/mouse-dpi-tool,11,11,58497
touchpad-edge-detector,libevdev-1.13.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libevdev-1.13.2-1-x86_64/usr/bin/touchpad-edge-detector,9,9,54790
libevdev-tweak-device,libevdev-1.13.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libevdev-1.13.2-1-x86_64/usr/bin/libevdev-tweak-device,12,12,64171
libevdev.so.2.3.0,libevdev-1.13.2-1-x86_64,/binary-datasets/archsrc/pkg/00000/libevdev-1.13.2-1-x86_64/usr/lib/libevdev.so.2.3.0,,No source files,91984
ewfacquirestream,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/bin/ewfacquirestream,256,252,46283
ewfrecover,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/bin/ewfrecover,765,761,64166
ewfverify,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/bin/ewfverify,229,225,102317
ewfexport,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/bin/ewfexport,765,761,94858
ewfacquire,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/bin/ewfacquire,975,971,10443
libewf.so.2.0.0,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/lib/libewf.so.2.0.0,,No source files,83719
ewfmount,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/bin/ewfmount,143,141,124605
ewfdebug,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/bin/ewfdebug,124,122,98737
ewfinfo,libewf-20140608-6-x86_64,/binary-datasets/archsrc/pkg/00000/libewf-20140608-6-x86_64/usr/bin/ewfinfo,168,166,38184
libexif.so.12.3.4,libexif-0.6.24-2-x86_64,/binary-datasets/archsrc/pkg/00000/libexif-0.6.24-2-x86_64/usr/lib/libexif.so.12.3.4,,No source files,17905
libexttextcat-2.0.so.0.0.0,libexttextcat-3.4.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/libexttextcat-3.4.7-1-x86_64/usr/lib/libexttextcat-2.0.so.0.0.0,,No source files,13901
createfp,libexttextcat-3.4.7-1-x86_64,/binary-datasets/archsrc/pkg/00000/libexttextcat-3.4.7-1-x86_64/usr/bin/createfp,2,2,46771
fi_pingpong,libfabric-1.21.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfabric-1.21.0-1-x86_64/usr/bin/fi_pingpong,105,105,4376
libfabric.so.1.24.0,libfabric-1.21.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfabric-1.21.0-1-x86_64/usr/lib/libfabric.so.1.24.0,,No source files,106539
fi_strerror,libfabric-1.21.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfabric-1.21.0-1-x86_64/usr/bin/fi_strerror,2,2,80693
fi_info,libfabric-1.21.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfabric-1.21.0-1-x86_64/usr/bin/fi_info,14,14,97510
libfakekey.so.0.0.1,libfakekey-0.3-2-x86_64,/binary-datasets/archsrc/pkg/00000/libfakekey-0.3-2-x86_64/usr/lib/libfakekey.so.0.0.1,,No source files,12353
libfaketimeMT.so.1,libfaketime-0.9.10-2-x86_64,/binary-datasets/archsrc/pkg/00000/libfaketime-0.9.10-2-x86_64/usr/lib/faketime/libfaketimeMT.so.1,,No source files,19438
faketime,libfaketime-0.9.10-2-x86_64,/binary-datasets/archsrc/pkg/00000/libfaketime-0.9.10-2-x86_64/usr/bin/faketime,3,3,107110
libfaketime.so.1,libfaketime-0.9.10-2-x86_64,/binary-datasets/archsrc/pkg/00000/libfaketime-0.9.10-2-x86_64/usr/lib/faketime/libfaketime.so.1,,No source files,91677
libfdk-aac.so.2.0.3,libfdk-aac-2.0.3-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfdk-aac-2.0.3-1-x86_64/usr/lib/libfdk-aac.so.2.0.3,,No source files,95252
libffi.so.8.1.4,libffi-3.4.6-1-x86_64,/binary-datasets/archsrc/pkg/00000/libffi-3.4.6-1-x86_64/usr/lib/libffi.so.8.1.4,,No source files,45709
libfilteraudio.so.0.0.0,libfilteraudio-0.0.1-5-x86_64,/binary-datasets/archsrc/pkg/00000/libfilteraudio-0.0.1-5-x86_64/usr/lib/libfilteraudio.so.0.0.0,,No source files,40434
libfixposix.so.4.0.1,libfixposix-0.5.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfixposix-0.5.1-1-x86_64/usr/lib/libfixposix.so.4.0.1,,No source files,20905
libfontenc.so.1.0.0,libfontenc-1.1.8-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfontenc-1.1.8-1-x86_64/usr/lib/libfontenc.so.1.0.0,,No source files,60038
freeaptxdec,libfreeaptx-0.1.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfreeaptx-0.1.1-1-x86_64/usr/bin/freeaptxdec,1,1,5137
libfreeaptx.so.0.1.1,libfreeaptx-0.1.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfreeaptx-0.1.1-1-x86_64/usr/lib/libfreeaptx.so.0.1.1,,No source files,120563
freeaptxenc,libfreeaptx-0.1.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfreeaptx-0.1.1-1-x86_64/usr/bin/freeaptxenc,1,1,36337
libfreexl.so.1.2.0,libfreexl-2.0.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libfreexl-2.0.0-1-x86_64/usr/lib/libfreexl.so.1.2.0,,No source files,11561
libftdipp.so.1.20.0,libftdi-compat-0.20-8-x86_64,/binary-datasets/archsrc/pkg/00000/libftdi-compat-0.20-8-x86_64/usr/lib/libftdipp.so.1.20.0,,No source files,23532
libftdi.so.1.20.0,libftdi-compat-0.20-8-x86_64,/binary-datasets/archsrc/pkg/00000/libftdi-compat-0.20-8-x86_64/usr/lib/libftdi.so.1.20.0,,No source files,61583
libgadu.so.3.13.0,libgadu-1.12.2-14-x86_64,/binary-datasets/archsrc/pkg/00000/libgadu-1.12.2-14-x86_64/usr/lib/libgadu.so.3.13.0,,No source files,52361
dumpsexp,libgcrypt-1.11.0-2-x86_64,/binary-datasets/archsrc/pkg/00000/libgcrypt-1.11.0-2-x86_64/usr/bin/dumpsexp,16,16,62352
libgcrypt.so.20.5.0,libgcrypt-1.11.0-2-x86_64,/binary-datasets/archsrc/pkg/00000/libgcrypt-1.11.0-2-x86_64/usr/lib/libgcrypt.so.20.5.0,,No source files,50339
mpicalc,libgcrypt-1.11.0-2-x86_64,/binary-datasets/archsrc/pkg/00000/libgcrypt-1.11.0-2-x86_64/usr/bin/mpicalc,21,20,38425
hmac256,libgcrypt-1.11.0-2-x86_64,/binary-datasets/archsrc/pkg/00000/libgcrypt-1.11.0-2-x86_64/usr/bin/hmac256,10,10,59141
applygeo,libgeotiff-1.7.3-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgeotiff-1.7.3-1-x86_64/usr/bin/applygeo,1,1,28805
geotifcp,libgeotiff-1.7.3-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgeotiff-1.7.3-1-x86_64/usr/bin/geotifcp,26,3,16490
listgeo,libgeotiff-1.7.3-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgeotiff-1.7.3-1-x86_64/usr/bin/listgeo,2,2,59435
libgeotiff.so.5.2.3,libgeotiff-1.7.3-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgeotiff-1.7.3-1-x86_64/usr/lib/libgeotiff.so.5.2.3,,No source files,39236
gfsplit,libgfshare-2.0.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libgfshare-2.0.0-3-x86_64/usr/bin/gfsplit,5,5,39573
libgfshare.so.2.0.0,libgfshare-2.0.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libgfshare-2.0.0-3-x86_64/usr/lib/libgfshare.so.2.0.0,,No source files,88211
gfcombine,libgfshare-2.0.0-3-x86_64,/binary-datasets/archsrc/pkg/00000/libgfshare-2.0.0-3-x86_64/usr/bin/gfcombine,7,7,84551
rifftree,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/rifftree,,No source files,52499
korg2gig,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/korg2gig,,No source files,61747
gig2stereo,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/gig2stereo,,No source files,78717
dlsdump,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/dlsdump,,No source files,63055
libakai.so.0.0.0,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/lib/libakai.so.0.0.0,,No source files,34468
libgig.so.11.0.0,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/lib/libgig.so.11.0.0,,No source files,82384
akaiextract,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/akaiextract,,No source files,70920
gig2mono,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/gig2mono,,No source files,111594
sf2dump,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/sf2dump,,No source files,30378
sf2extract,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/sf2extract,,No source files,42610
gigdump,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/gigdump,,No source files,111757
wav2gig,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/wav2gig,,No source files,79381
korgdump,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/korgdump,,No source files,9788
gigextract,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/gigextract,,No source files,72264
akaidump,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/akaidump,,No source files,76033
gigmerge,libgig-4.4.1-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgig-4.4.1-1-x86_64/usr/bin/gigmerge,,No source files,21485
libGLX.so.0.0.0,libglvnd-1.7.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libglvnd-1.7.0-1-x86_64/usr/lib/libGLX.so.0.0.0,,No source files,90862
libOpenGL.so.0.0.0,libglvnd-1.7.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libglvnd-1.7.0-1-x86_64/usr/lib/libOpenGL.so.0.0.0,,No source files,100041
libEGL.so.1.1.0,libglvnd-1.7.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libglvnd-1.7.0-1-x86_64/usr/lib/libEGL.so.1.1.0,,No source files,48315
libGL.so.1.7.0,libglvnd-1.7.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libglvnd-1.7.0-1-x86_64/usr/lib/libGL.so.1.7.0,,No source files,29937
libGLESv2.so.2.1.0,libglvnd-1.7.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libglvnd-1.7.0-1-x86_64/usr/lib/libGLESv2.so.2.1.0,,No source files,37023
libGLdispatch.so.0.0.0,libglvnd-1.7.0-1-x86_64,/binary-datasets/archsrc/pkg/00000/libglvnd-1.7.0-1-x86_64/usr/lib/libGLdispatch.so.0.0.0,,No source files,45743
gpg-error,libgpg-error-1.50-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgpg-error-1.50-1-x86_64/usr/bin/gpg-error,14,14,34056
libgpg-error.so.0.37.0,libgpg-error-1.50-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgpg-error-1.50-1-x86_64/usr/lib/libgpg-error.so.0.37.0,,No source files,89104
yat2m,libgpg-error-1.50-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgpg-error-1.50-1-x86_64/usr/bin/yat2m,43,43,15577
usb1.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2_port/0.12.2/usb1.so,,No source files,58504
directory.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2/2.5.31/directory.so,,No source files,72389
docupen.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2/2.5.31/docupen.so,,No source files,43077
print-camera-list,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2/print-camera-list,,No source files,23252
disk.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2_port/0.12.2/disk.so,,No source files,34550
lumix.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2/2.5.31/lumix.so,,No source files,32234
dimagev.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2/2.5.31/dimagev.so,,No source files,57049
serial.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2_port/0.12.2/serial.so,,No source files,27463
digigr8.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2/2.5.31/digigr8.so,,No source files,43226
usbscsi.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2_port/0.12.2/usbscsi.so,,No source files,48122
ax203.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2/2.5.31/ax203.so,,No source files,125038
sonix.so,libgphoto2-2.5.31-1-x86_64,/binary-datasets/archsrc/pkg/00000/libgphoto2-2.5.31-1-x86_64/usr/lib/libgphoto2/2.5.31/sonix.so,,No source files,107539
