bin,pkg,abspath,functions,verified,binary_id
libHSFloatingHex-0.5-3yz9VZfckqHYywtf5efZz-ghc9.2.8.so,haskell-floatinghex-0.5-7-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-floatinghex-0.5-7-x86_64/usr/lib/libHSFloatingHex-0.5-3yz9VZfckqHYywtf5efZz-ghc9.2.8.so,,No source files,58667
libHSfloskell-0.10.8-HaIEihmX7IJ4Y1fTpDfQax-ghc9.2.8.so,haskell-floskell-0.10.8-24-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-floskell-0.10.8-24-x86_64/usr/lib/libHSfloskell-0.10.8-HaIEihmX7IJ4Y1fTpDfQax-ghc9.2.8.so,,No source files,2917
floskell,haskell-floskell-0.10.8-24-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-floskell-0.10.8-24-x86_64/usr/bin/floskell,,No source files,88675
libHSfmlist-0.9.4-7uEcqVbpNsVAkMNtPrswyY-ghc9.2.8.so,haskell-fmlist-0.9.4-8-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-fmlist-0.9.4-8-x86_64/usr/lib/libHSfmlist-0.9.4-7uEcqVbpNsVAkMNtPrswyY-ghc9.2.8.so,,No source files,63233
libHSfocus-1.0.3.2-EuoDZarCUGl6fLOfy9zX9f-ghc9.2.8.so,haskell-focus-1.0.3.2-32-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-focus-1.0.3.2-32-x86_64/usr/lib/libHSfocus-1.0.3.2-EuoDZarCUGl6fLOfy9zX9f-ghc9.2.8.so,,No source files,3804
libHSfoldable1-classes-compat-0.1-B03DqNVtrzQF7BCewS4GiW-ghc9.2.8.so,haskell-foldable1-classes-compat-0.1-77-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-foldable1-classes-compat-0.1-77-x86_64/usr/lib/libHSfoldable1-classes-compat-0.1-B03DqNVtrzQF7BCewS4GiW-ghc9.2.8.so,,No source files,105218
libHSfold-debounce-0.2.0.10-6IbvKqeZimPB6GEpnzvuy5-ghc9.2.8.so,haskell-fold-debounce-0.2.0.10-31-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-fold-debounce-0.2.0.10-31-x86_64/usr/lib/libHSfold-debounce-0.2.0.10-6IbvKqeZimPB6GEpnzvuy5-ghc9.2.8.so,,No source files,44281
libHSfoldl-1.4.16-1BhYcKLm1507ZwegSL0d1V-ghc9.2.8.so,haskell-foldl-1.4.16-5-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-foldl-1.4.16-5-x86_64/usr/lib/libHSfoldl-1.4.16-1BhYcKLm1507ZwegSL0d1V-ghc9.2.8.so,,No source files,8244
libHSfoundation-0.0.30-HGERhRs5JCDILoHDx95jS-ghc9.2.8.so,haskell-foundation-0.0.30-20-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-foundation-0.0.30-20-x86_64/usr/lib/libHSfoundation-0.0.30-HGERhRs5JCDILoHDx95jS-ghc9.2.8.so,,No source files,98860
libHSfourmolu-0.9.0.0-7hJdVVBtMJvIIvCqkDO9j0-ghc9.2.8.so,haskell-fourmolu-0.9.0.0-15-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-fourmolu-0.9.0.0-15-x86_64/usr/lib/libHSfourmolu-0.9.0.0-7hJdVVBtMJvIIvCqkDO9j0-ghc9.2.8.so,,No source files,100523
fourmolu,haskell-fourmolu-0.9.0.0-15-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-fourmolu-0.9.0.0-15-x86_64/usr/bin/fourmolu,,No source files,95888
libHSfree-5.1.10-LTAUoPzR8pvJrrJS93ClpC-ghc9.2.8.so,haskell-free-5.1.10-70-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-free-5.1.10-70-x86_64/usr/lib/libHSfree-5.1.10-LTAUoPzR8pvJrrJS93ClpC-ghc9.2.8.so,,No source files,4750
libHSfsnotify-0.3.0.1-1kfzWeBFIlo5i0QGsbZKgE-ghc9.2.8.so,haskell-fsnotify0.3-0.3.0.1-68-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-fsnotify0.3-0.3.0.1-68-x86_64/usr/lib/libHSfsnotify-0.3.0.1-1kfzWeBFIlo5i0QGsbZKgE-ghc9.2.8.so,,No source files,110794
libHSfsnotify-0.4.0.0-Ds3UQ9vwENQEPTChsASkqw-ghc9.2.8.so,haskell-fsnotify-0.4.0.0-68-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-fsnotify-0.4.0.0-68-x86_64/usr/lib/libHSfsnotify-0.4.0.0-Ds3UQ9vwENQEPTChsASkqw-ghc9.2.8.so,,No source files,32889
libHSfuzzy-0.1.1.0-Ie2O9gr9vnyUpoa5MBiJB-ghc9.2.8.so,haskell-fuzzy-0.1.1.0-21-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-fuzzy-0.1.1.0-21-x86_64/usr/lib/libHSfuzzy-0.1.1.0-Ie2O9gr9vnyUpoa5MBiJB-ghc9.2.8.so,,No source files,14717
libHSgauge-0.2.5-Boj9VGGlebc9BmkfYOe0Ec-ghc9.2.8.so,haskell-gauge-0.2.5-224-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gauge-0.2.5-224-x86_64/usr/lib/libHSgauge-0.2.5-Boj9VGGlebc9BmkfYOe0Ec-ghc9.2.8.so,,No source files,77596
libHSgenerically-0.1.1-JMiBGdLJUYCDi0nkPCwFlG-ghc9.2.8.so,haskell-generically-0.1.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generically-0.1.1-2-x86_64/usr/lib/libHSgenerically-0.1.1-JMiBGdLJUYCDi0nkPCwFlG-ghc9.2.8.so,,No source files,85193
libHSgeneric-data-1.1.0.0-9qvRXCAycMcGoqDDTThETV-ghc9.2.8.so,haskell-generic-data-1.1.0.0-11-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generic-data-1.1.0.0-11-x86_64/usr/lib/libHSgeneric-data-1.1.0.0-9qvRXCAycMcGoqDDTThETV-ghc9.2.8.so,,No source files,69825
libHSgeneric-deriving-1.14.5-Eyio26YNwRx4Oqzm8hXymY-ghc9.2.8.so,haskell-generic-deriving-1.14.5-21-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generic-deriving-1.14.5-21-x86_64/usr/lib/libHSgeneric-deriving-1.14.5-Eyio26YNwRx4Oqzm8hXymY-ghc9.2.8.so,,No source files,17801
libHSgeneric-lens-2.2.2.0-DiyVtfTn8fHJrls56NN9vM-ghc9.2.8.so,haskell-generic-lens-2.2.2.0-48-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generic-lens-2.2.2.0-48-x86_64/usr/lib/libHSgeneric-lens-2.2.2.0-DiyVtfTn8fHJrls56NN9vM-ghc9.2.8.so,,No source files,103666
libHSgeneric-lens-core-2.2.1.0-1sPpgqCu50uIX1waVUAaEU-ghc9.2.8.so,haskell-generic-lens-core-2.2.1.0-3-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generic-lens-core-2.2.1.0-3-x86_64/usr/lib/libHSgeneric-lens-core-2.2.1.0-1sPpgqCu50uIX1waVUAaEU-ghc9.2.8.so,,No source files,123328
libHSgeneric-lens-lite-0.1-CqwlLoHGC451vKrr818sCb-ghc9.2.8.so,haskell-generic-lens-lite-0.1-8-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generic-lens-lite-0.1-8-x86_64/usr/lib/libHSgeneric-lens-lite-0.1-CqwlLoHGC451vKrr818sCb-ghc9.2.8.so,,No source files,120572
libHSgeneric-random-1.5.0.1-2ZNFUJ5UACJILI0TlD5XTg-ghc9.2.8.so,haskell-generic-random-1.5.0.1-86-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generic-random-1.5.0.1-86-x86_64/usr/lib/libHSgeneric-random-1.5.0.1-2ZNFUJ5UACJILI0TlD5XTg-ghc9.2.8.so,,No source files,115016
libHSgenerics-sop-0.5.1.3-4YBaeXZJxE773SDkSmYv25-ghc9.2.8.so,haskell-generics-sop-0.5.1.3-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generics-sop-0.5.1.3-2-x86_64/usr/lib/libHSgenerics-sop-0.5.1.3-4YBaeXZJxE773SDkSmYv25-ghc9.2.8.so,,No source files,76701
bogus,haskell-generic-trie-0.3.2-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generic-trie-0.3.2-2-x86_64/usr/bin/bogus,,No source files,28146
libHSgeneric-trie-0.3.2-5mthPe0bB1fDoqZcFa9FsX-ghc9.2.8.so,haskell-generic-trie-0.3.2-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-generic-trie-0.3.2-2-x86_64/usr/lib/libHSgeneric-trie-0.3.2-5mthPe0bB1fDoqZcFa9FsX-ghc9.2.8.so,,No source files,29610
libHSgeniplate-mirror-0.7.10-BbmPvP2C40r3rQ8NmaAwa4-ghc9.2.8.so,haskell-geniplate-mirror-0.7.10-1-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-geniplate-mirror-0.7.10-1-x86_64/usr/lib/libHSgeniplate-mirror-0.7.10-BbmPvP2C40r3rQ8NmaAwa4-ghc9.2.8.so,,No source files,118959
libHSgenvalidity-1.1.0.0-GUYGCCi64Wp3loibIUx6x5-ghc9.2.8.so,haskell-genvalidity-1.1.0.0-43-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-genvalidity-1.1.0.0-43-x86_64/usr/lib/libHSgenvalidity-1.1.0.0-GUYGCCi64Wp3loibIUx6x5-ghc9.2.8.so,,No source files,27104
libHSgenvalidity-hspec-1.0.0.3-AlLiiBmZjbDAVrqwuCEuHf-ghc9.2.8.so,haskell-genvalidity-hspec-1.0.0.3-10-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-genvalidity-hspec-1.0.0.3-10-x86_64/usr/lib/libHSgenvalidity-hspec-1.0.0.3-AlLiiBmZjbDAVrqwuCEuHf-ghc9.2.8.so,,No source files,124281
libHSgenvalidity-property-1.0.0.0-1dLX3Bzp8p7Dn4f6c1W544-ghc9.2.8.so,haskell-genvalidity-property-1.0.0.0-91-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-genvalidity-property-1.0.0.0-91-x86_64/usr/lib/libHSgenvalidity-property-1.0.0.0-1dLX3Bzp8p7Dn4f6c1W544-ghc9.2.8.so,,No source files,101127
libHSgetopt-generics-0.13.1.0-7g9egFeoos4AXw8F8eBFbF-ghc9.2.8.so,haskell-getopt-generics-0.13.1.0-30-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-getopt-generics-0.13.1.0-30-x86_64/usr/lib/libHSgetopt-generics-0.13.1.0-7g9egFeoos4AXw8F8eBFbF-ghc9.2.8.so,,No source files,61551
libHSghc-check-0.5.0.8-3NL274RhyXKKLcQqLFYB7U-ghc9.2.8.so,haskell-ghc-check-0.5.0.8-44-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-check-0.5.0.8-44-x86_64/usr/lib/libHSghc-check-0.5.0.8-3NL274RhyXKKLcQqLFYB7U-ghc9.2.8.so,,No source files,38199
libHSghc-exactprint-1.5.0-5R1clLlov3G56WvLb3vABD-ghc9.2.8.so,haskell-ghc-exactprint-1.5.0-10-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-exactprint-1.5.0-10-x86_64/usr/lib/libHSghc-exactprint-1.5.0-5R1clLlov3G56WvLb3vABD-ghc9.2.8.so,,No source files,89440
ghcide-test-preprocessor,haskell-ghcide-1.9.1.0-85-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghcide-1.9.1.0-85-x86_64/usr/bin/ghcide-test-preprocessor,,No source files,113197
libHSghcide-1.9.1.0-HpjbQhu6DC2JnuLpgQjFMg-ghc9.2.8.so,haskell-ghcide-1.9.1.0-85-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghcide-1.9.1.0-85-x86_64/usr/lib/libHSghcide-1.9.1.0-HpjbQhu6DC2JnuLpgQjFMg-ghc9.2.8.so,,No source files,79904
ghcide,haskell-ghcide-1.9.1.0-85-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghcide-1.9.1.0-85-x86_64/usr/bin/ghcide,,No source files,88702
libHSghcide-test-utils-1.8.0.0-2xfCyXXys2B6bdPcv0UNLO-ghc9.2.8.so,haskell-ghcide-test-utils-1.8.0.0-212-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghcide-test-utils-1.8.0.0-212-x86_64/usr/lib/libHSghcide-test-utils-1.8.0.0-2xfCyXXys2B6bdPcv0UNLO-ghc9.2.8.so,,No source files,83422
libHSghc-lib-parser-9.2.8.20230729-6yzmbZWPLh1ApSJzIn9d5-ghc9.2.8.so,haskell-ghc-lib-parser-9.2.8.20230729-3-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-lib-parser-9.2.8.20230729-3-x86_64/usr/lib/libHSghc-lib-parser-9.2.8.20230729-6yzmbZWPLh1ApSJzIn9d5-ghc9.2.8.so,,No source files,118786
libHSghc-lib-parser-ex-9.2.1.1-FU69RFEYZS2IyKoPkLeT6z-ghc9.2.8.so,haskell-ghc-lib-parser-ex-9.2.1.1-10-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-lib-parser-ex-9.2.1.1-10-x86_64/usr/lib/libHSghc-lib-parser-ex-9.2.1.1-FU69RFEYZS2IyKoPkLeT6z-ghc9.2.8.so,,No source files,28399
libHSghc-parser-0.2.5.0-DwQsMmwaJuSJmACzBlGckt-ghc9.2.8.so,haskell-ghc-parser-0.2.5.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-parser-0.2.5.0-2-x86_64/usr/lib/libHSghc-parser-0.2.5.0-DwQsMmwaJuSJmACzBlGckt-ghc9.2.8.so,,No source files,49471
libHSghc-paths-0.1.0.12-KU8OzVy7s6GithbR4F0cp-ghc9.2.8.so,haskell-ghc-paths-0.1.0.12-13-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-paths-0.1.0.12-13-x86_64/usr/lib/libHSghc-paths-0.1.0.12-KU8OzVy7s6GithbR4F0cp-ghc9.2.8.so,,No source files,56301
libHSghc-source-gen-0.4.4.1-4GyBLiHwJFQ45vsPgGUf5D-ghc9.2.8.so,haskell-ghc-source-gen-0.4.4.1-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-source-gen-0.4.4.1-2-x86_64/usr/lib/libHSghc-source-gen-0.4.4.1-4GyBLiHwJFQ45vsPgGUf5D-ghc9.2.8.so,,No source files,83061
libHSghc-tcplugins-extra-0.4.5-5mgon709s6d5gkJkzY1oRs-ghc9.2.8.so,haskell-ghc-tcplugins-extra-0.4.5-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-tcplugins-extra-0.4.5-2-x86_64/usr/lib/libHSghc-tcplugins-extra-0.4.5-5mgon709s6d5gkJkzY1oRs-ghc9.2.8.so,,No source files,32313
libHSghc-trace-events-0.1.2.8-AXrbrbo7fa5AubaYk3VnX7-ghc9.2.8.so,haskell-ghc-trace-events-0.1.2.8-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-trace-events-0.1.2.8-2-x86_64/usr/lib/libHSghc-trace-events-0.1.2.8-AXrbrbo7fa5AubaYk3VnX7-ghc9.2.8.so,,No source files,21436
libHSghc-typelits-extra-0.4.4-2PjkPKrUDkAJIPzeQxgwIy-ghc9.2.8.so,haskell-ghc-typelits-extra-0.4.4-35-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-typelits-extra-0.4.4-35-x86_64/usr/lib/libHSghc-typelits-extra-0.4.4-2PjkPKrUDkAJIPzeQxgwIy-ghc9.2.8.so,,No source files,47128
libHSghc-typelits-knownnat-0.7.8-IpOGmNSxmONkQ22uMHW4J-ghc9.2.8.so,haskell-ghc-typelits-knownnat-0.7.8-8-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-typelits-knownnat-0.7.8-8-x86_64/usr/lib/libHSghc-typelits-knownnat-0.7.8-IpOGmNSxmONkQ22uMHW4J-ghc9.2.8.so,,No source files,7639
libHSghc-typelits-natnormalise-0.7.8-8lkalgQ3s8tEZ2nO9OWiir-ghc9.2.8.so,haskell-ghc-typelits-natnormalise-0.7.8-5-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-ghc-typelits-natnormalise-0.7.8-5-x86_64/usr/lib/libHSghc-typelits-natnormalise-0.7.8-8lkalgQ3s8tEZ2nO9OWiir-ghc9.2.8.so,,No source files,77851
libHShaskell-gi-base-0.26.4-BFXyyduHPGW6bU8MlEazkc-ghc9.2.8.so,haskell-gi-base-0.26.4-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gi-base-0.26.4-2-x86_64/usr/lib/libHShaskell-gi-base-0.26.4-BFXyyduHPGW6bU8MlEazkc-ghc9.2.8.so,,No source files,24775
libHSgi-cairo-connector-0.1.1-FwLV4BFcvrd9FckghNlrdR-ghc9.2.8.so,haskell-gi-cairo-connector-0.1.1-128-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gi-cairo-connector-0.1.1-128-x86_64/usr/lib/libHSgi-cairo-connector-0.1.1-FwLV4BFcvrd9FckghNlrdR-ghc9.2.8.so,,No source files,51735
libHSgi-cairo-render-0.1.2-Hpw7kHnw7ZZM9DVNqIcx7-ghc9.2.8.so,haskell-gi-cairo-render-0.1.2-39-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gi-cairo-render-0.1.2-39-x86_64/usr/lib/libHSgi-cairo-render-0.1.2-Hpw7kHnw7ZZM9DVNqIcx7-ghc9.2.8.so,,No source files,90654
libHSgio-0.13.10.0-9lq60ur3GAK5pCCSH3TuWc-ghc9.2.8.so,haskell-gio-0.13.10.0-23-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gio-0.13.10.0-23-x86_64/usr/lib/libHSgio-0.13.10.0-9lq60ur3GAK5pCCSH3TuWc-ghc9.2.8.so,,No source files,114215
libHSgithash-0.1.6.3-Hf61yXqxDs52GfOSixgdc8-ghc9.2.8.so,haskell-githash-0.1.6.3-133-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-githash-0.1.6.3-133-x86_64/usr/lib/libHSgithash-0.1.6.3-Hf61yXqxDs52GfOSixgdc8-ghc9.2.8.so,,No source files,661
libHSgit-lfs-1.2.2-GnWJkHLt7a9AZKGiECYUzE-ghc9.2.8.so,haskell-git-lfs-1.2.2-13-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-git-lfs-1.2.2-13-x86_64/usr/lib/libHSgit-lfs-1.2.2-GnWJkHLt7a9AZKGiECYUzE-ghc9.2.8.so,,No source files,120632
libHSgitrev-1.3.1-9lQGgHpaqCODNpyMdeEqev-ghc9.2.8.so,haskell-gitrev-1.3.1-32-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gitrev-1.3.1-32-x86_64/usr/lib/libHSgitrev-1.3.1-9lQGgHpaqCODNpyMdeEqev-ghc9.2.8.so,,No source files,30415
libHSglib-0.13.10.0-DcYtA84GwCq7QVKNLCnnFf-ghc9.2.8.so,haskell-glib-0.13.10.0-13-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-glib-0.13.10.0-13-x86_64/usr/lib/libHSglib-0.13.10.0-DcYtA84GwCq7QVKNLCnnFf-ghc9.2.8.so,,No source files,43813
libHSGlob-0.10.2-IV3EMKztTxU6CHYEAa9DJ0-ghc9.2.8.so,haskell-glob-0.10.2-90-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-glob-0.10.2-90-x86_64/usr/lib/libHSGlob-0.10.2-IV3EMKztTxU6CHYEAa9DJ0-ghc9.2.8.so,,No source files,46906
libHSgnuidn-0.2.2-CzUJ671OY3G4uLzxS6F6KU-ghc9.2.8.so,haskell-gnuidn-0.2.2-202-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gnuidn-0.2.2-202-x86_64/usr/lib/libHSgnuidn-0.2.2-CzUJ671OY3G4uLzxS6F6KU-ghc9.2.8.so,,No source files,103730
libHSgnutls-0.2-LVHj1pkNtrn7zNG2OTLwWj-ghc9.2.8.so,haskell-gnutls-0.2-26-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gnutls-0.2-26-x86_64/usr/lib/libHSgnutls-0.2-LVHj1pkNtrn7zNG2OTLwWj-ghc9.2.8.so,,No source files,124224
libHSgraphite-0.10.0.1-9ulRHXNGoGs9vdryqf2mtp-ghc9.2.8.so,haskell-graphite-0.10.0.1-215-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-graphite-0.10.0.1-215-x86_64/usr/lib/libHSgraphite-0.10.0.1-9ulRHXNGoGs9vdryqf2mtp-ghc9.2.8.so,,No source files,118675
libHSGraphSCC-1.0.4-HIuJHf8edQx6sQ4gT752DA-ghc9.2.8.so,haskell-graphscc-1.0.4-26-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-graphscc-1.0.4-26-x86_64/usr/lib/libHSGraphSCC-1.0.4-HIuJHf8edQx6sQ4gT752DA-ghc9.2.8.so,,No source files,114405
libHSgraphviz-2999.20.2.0-ExjCS9xS3UZ807ZLmk55uA-ghc9.2.8.so,haskell-graphviz-2999.20.2.0-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-graphviz-2999.20.2.0-2-x86_64/usr/lib/libHSgraphviz-2999.20.2.0-ExjCS9xS3UZ807ZLmk55uA-ghc9.2.8.so,,No source files,111598
libHSgridtables-0.1.0.0-IuY7TkGPy9wHoq4noQ2zZp-ghc9.2.8.so,haskell-gridtables-0.1.0.0-48-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gridtables-0.1.0.0-48-x86_64/usr/lib/libHSgridtables-0.1.0.0-IuY7TkGPy9wHoq4noQ2zZp-ghc9.2.8.so,,No source files,78415
libHSgroups-0.5.3-He77FKRfptY37aszXu6pZX-ghc9.2.8.so,haskell-groups-0.5.3-2-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-groups-0.5.3-2-x86_64/usr/lib/libHSgroups-0.5.3-He77FKRfptY37aszXu6pZX-ghc9.2.8.so,,No source files,79693
libHSgsasl-0.3.7-3EawK0qh1s53WXqXiBZQ1d-ghc9.2.8.so,haskell-gsasl-0.3.7-12-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gsasl-0.3.7-12-x86_64/usr/lib/libHSgsasl-0.3.7-3EawK0qh1s53WXqXiBZQ1d-ghc9.2.8.so,,No source files,104751
gtk2hsC2hs,haskell-gtk2hs-buildtools-0.13.10.0-5-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gtk2hs-buildtools-0.13.10.0-5-x86_64/usr/bin/gtk2hsC2hs,,No source files,84746
gtk2hsTypeGen,haskell-gtk2hs-buildtools-0.13.10.0-5-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gtk2hs-buildtools-0.13.10.0-5-x86_64/usr/bin/gtk2hsTypeGen,,No source files,18954
gtk2hsHookGenerator,haskell-gtk2hs-buildtools-0.13.10.0-5-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gtk2hs-buildtools-0.13.10.0-5-x86_64/usr/bin/gtk2hsHookGenerator,,No source files,72674
libHSgtk2hs-buildtools-0.13.10.0-DSsmtiH4KN2GXnBvXjgTtv-ghc9.2.8.so,haskell-gtk2hs-buildtools-0.13.10.0-5-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-gtk2hs-buildtools-0.13.10.0-5-x86_64/usr/lib/libHSgtk2hs-buildtools-0.13.10.0-DSsmtiH4KN2GXnBvXjgTtv-ghc9.2.8.so,,No source files,66030
libHShackage-db-2.1.3-KYuoGJuDrqW8zYQE5fINYC-ghc9.2.8.so,haskell-hackage-db-2.1.3-48-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-hackage-db-2.1.3-48-x86_64/usr/lib/libHShackage-db-2.1.3-KYuoGJuDrqW8zYQE5fINYC-ghc9.2.8.so,,No source files,83461
libHShackage-security-0.6.2.5-GzLJ0V3sPE24MVsqz0VUCE-ghc9.2.8.so,haskell-hackage-security-0.6.2.5-5-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-hackage-security-0.6.2.5-5-x86_64/usr/lib/libHShackage-security-0.6.2.5-GzLJ0V3sPE24MVsqz0VUCE-ghc9.2.8.so,,No source files,58778
libHShaddock-library-1.11.0-EM2qA3pnx1ZGBNdfnCMXzs-ghc9.2.8.so,haskell-haddock-library-1.11.0-17-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-haddock-library-1.11.0-17-x86_64/usr/lib/libHShaddock-library-1.11.0-EM2qA3pnx1ZGBNdfnCMXzs-ghc9.2.8.so,,No source files,87475
hadrian,haskell-hadrian-0.1.0.0+9.4.8-17-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-hadrian-0.1.0.0+9.4.8-17-x86_64/usr/bin/hadrian,,No source files,23101
libHShakyll-4.16.0.0-KlsMGbZjN4V8BlxzGyArKh-ghc9.2.8.so,haskell-hakyll-4.16.0.0-166-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-hakyll-4.16.0.0-166-x86_64/usr/lib/libHShakyll-4.16.0.0-KlsMGbZjN4V8BlxzGyArKh-ghc9.2.8.so,,No source files,97353
hakyll-init,haskell-hakyll-4.16.0.0-166-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-hakyll-4.16.0.0-166-x86_64/usr/bin/hakyll-init,,No source files,28757
libHShalf-0.3.1-3d34mZqOasEDojiioSdIMj-ghc9.2.8.so,haskell-half-0.3.1-151-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-half-0.3.1-151-x86_64/usr/lib/libHShalf-0.3.1-3d34mZqOasEDojiioSdIMj-ghc9.2.8.so,,No source files,51437
libHShappstack-server-7.9.0-ByztfzbH9007n3irpRYVGY-ghc9.2.8.so,haskell-happstack-server-7.9.0-12-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-happstack-server-7.9.0-12-x86_64/usr/lib/libHShappstack-server-7.9.0-ByztfzbH9007n3irpRYVGY-ghc9.2.8.so,,No source files,59460
libHShashable-1.4.3.0-8Zm2p5rU3HhGdbSXs7OJgi-ghc9.2.8.so,haskell-hashable-1.4.3.0-46-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-hashable-1.4.3.0-46-x86_64/usr/lib/libHShashable-1.4.3.0-8Zm2p5rU3HhGdbSXs7OJgi-ghc9.2.8.so,,No source files,39865
libHShashtables-1.3.1-Hmnbuv6HqNA8NY0t6CS25T-ghc9.2.8.so,haskell-hashtables-1.3.1-38-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-hashtables-1.3.1-38-x86_64/usr/lib/libHShashtables-1.3.1-Hmnbuv6HqNA8NY0t6CS25T-ghc9.2.8.so,,No source files,61861
libHSheaps-0.4-J5nVwdmAeD25PK8wgPMkwt-ghc9.2.8.so,haskell-heaps-0.4-5-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-heaps-0.4-5-x86_64/usr/lib/libHSheaps-0.4-J5nVwdmAeD25PK8wgPMkwt-ghc9.2.8.so,,No source files,50058
libHSheapsize-0.3.0.1-7ILakwGGKYtCqLUqRfFIbG-ghc9.2.8.so,haskell-heapsize-0.3.0.1-219-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-heapsize-0.3.0.1-219-x86_64/usr/lib/libHSheapsize-0.3.0.1-7ILakwGGKYtCqLUqRfFIbG-ghc9.2.8.so,,No source files,16471
libHShedgehog-1.2-GaqrSebdp169t4MrYEqOAC-ghc9.2.8.so,haskell-hedgehog-1.2-21-x86_64,/binary-datasets/archsrc/pkg/00001/haskell-hedgehog-1.2-21-x86_64/usr/lib/libHShedgehog-1.2-GaqrSebdp169t4MrYEqOAC-ghc9.2.8.so,,No source files,121349
